Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
24/9/2010;20:49:00;1.640;0.112;240.080;6.800;0.000;0.000;1.000
26/12/2009;21:50:00;1.696;0.000;240.760;7.000;0.000;0.000;19.000
3/11/2010;12:24:00;0.320;0.066;246.280;1.400;0.000;0.000;0.000
3/8/2008;18:04:00;0.236;0.118;236.220;1.000;0.000;0.000;1.000
28/6/2007;04:37:00;0.230;0.120;240.660;1.000;0.000;1.000;0.000
18/10/2010;04:37:00;0.902;0.244;243.570;3.800;0.000;0.000;11.000
11/8/2008;13:18:00;0.170;0.142;241.690;0.800;0.000;1.000;1.000
29/10/2007;02:51:00;0.216;0.000;243.860;0.800;0.000;0.000;0.000
13/3/2009;14:12:00;0.352;0.092;242.520;1.600;0.000;0.000;0.000
18/9/2009;23:15:00;0.924;0.256;245.060;4.000;0.000;0.000;2.000
11/10/2010;19:22:00;5.398;0.332;231.770;23.200;0.000;70.000;1.000
9/9/2007;20:57:00;3.094;0.050;235.270;13.200;0.000;0.000;17.000
1/6/2007;12:30:00;1.364;0.162;233.640;5.800;0.000;1.000;17.000
28/4/2009;04:19:00;0.480;0.200;242.740;2.200;0.000;0.000;0.000
29/8/2007;06:34:00;0.374;0.354;240.950;2.000;0.000;1.000;0.000
14/10/2009;07:27:00;3.356;0.086;235.040;14.200;0.000;0.000;17.000
9/2/2009;04:49:00;0.332;0.100;246.420;1.400;0.000;0.000;0.000
13/6/2010;02:41:00;0.272;0.102;244.590;1.200;0.000;2.000;1.000
13/12/2007;00:19:00;0.306;0.104;242.020;1.200;0.000;2.000;0.000
4/6/2009;15:02:00;0.210;0.084;240.700;0.800;0.000;0.000;1.000
8/1/2010;01:06:00;0.316;0.106;244.370;1.400;0.000;1.000;0.000
30/1/2009;22:35:00;0.746;0.000;247.360;3.200;0.000;0.000;0.000
22/5/2010;11:06:00;1.374;0.000;239.840;5.600;0.000;0.000;19.000
5/6/2007;08:17:00;1.316;0.186;230.100;5.600;0.000;2.000;17.000
17/8/2007;13:24:00;0.174;0.104;240.480;0.800;0.000;0.000;0.000
2/5/2008;16:46:00;0.422;0.258;246.210;2.000;0.000;1.000;0.000
24/12/2007;17:59:00;4.232;0.070;235.470;18.000;0.000;0.000;17.000
9/8/2008;13:24:00;0.252;0.276;241.570;1.400;0.000;1.000;1.000
6/8/2008;04:28:00;0.158;0.134;238.470;0.800;0.000;1.000;1.000
2/9/2007;02:53:00;0.170;0.094;242.090;0.800;0.000;1.000;0.000
21/2/2008;02:07:00;0.380;0.000;244.490;1.800;0.000;0.000;0.000
6/1/2009;21:41:00;0.628;0.000;245.130;2.600;0.000;0.000;0.000
31/3/2008;21:52:00;2.218;0.000;237.890;9.200;1.000;0.000;17.000
16/4/2007;14:20:00;0.296;0.000;240.740;1.400;0.000;0.000;0.000
3/3/2007;19:14:00;1.306;0.090;236.070;5.400;0.000;0.000;0.000
30/7/2009;04:32:00;0.312;0.252;242.920;1.600;0.000;1.000;0.000
28/6/2007;21:08:00;1.400;0.114;241.400;5.800;0.000;0.000;18.000
21/10/2008;09:58:00;1.372;0.052;238.510;5.800;0.000;0.000;18.000
31/5/2007;14:08:00;0.202;0.050;234.110;0.800;0.000;0.000;0.000
11/8/2008;22:04:00;0.242;0.238;239.290;1.400;0.000;2.000;1.000
14/10/2009;13:40:00;0.426;0.054;242.780;1.800;0.000;1.000;0.000
11/8/2009;10:25:00;0.158;0.000;243.060;0.600;0.000;0.000;1.000
9/10/2007;17:12:00;3.976;0.098;234.230;16.800;0.000;37.000;16.000
28/8/2010;04:36:00;0.280;0.110;243.290;1.200;0.000;0.000;0.000
13/12/2008;23:15:00;0.742;0.082;243.000;3.000;0.000;0.000;0.000
24/6/2007;01:01:00;0.232;0.120;240.630;1.000;0.000;0.000;0.000
7/1/2010;00:46:00;0.360;0.092;245.930;1.600;0.000;0.000;1.000
4/8/2007;10:41:00;1.514;0.000;234.080;6.400;0.000;2.000;17.000
11/8/2010;11:52:00;0.898;0.350;241.830;4.000;0.000;0.000;12.000
14/10/2008;09:26:00;1.456;0.180;238.030;6.000;0.000;0.000;18.000
5/4/2007;21:52:00;3.950;0.136;237.900;16.800;1.000;25.000;17.000
20/4/2009;22:57:00;0.698;0.000;246.570;2.800;0.000;0.000;0.000
30/12/2008;22:39:00;1.402;0.064;243.070;5.800;0.000;0.000;0.000
12/9/2009;08:29:00;1.426;0.224;238.240;6.000;2.000;2.000;18.000
24/3/2010;10:34:00;2.258;0.126;240.110;9.800;0.000;2.000;18.000
31/12/2006;12:31:00;3.776;0.112;236.990;15.800;0.000;1.000;17.000
11/12/2008;09:00:00;1.474;0.066;245.670;6.000;1.000;0.000;19.000
9/2/2010;19:54:00;4.106;0.464;241.300;17.200;0.000;0.000;18.000
1/10/2009;16:57:00;0.662;0.206;244.160;3.200;0.000;0.000;9.000
23/4/2009;17:32:00;1.630;0.352;241.000;6.800;0.000;1.000;18.000
14/10/2010;06:16:00;1.402;0.070;242.100;5.800;0.000;0.000;19.000
4/6/2009;10:10:00;1.268;0.092;237.250;5.200;0.000;0.000;18.000
1/5/2009;04:11:00;0.352;0.142;243.360;1.600;0.000;0.000;0.000
18/10/2010;05:53:00;0.264;0.000;245.810;1.000;0.000;0.000;0.000
7/8/2010;16:34:00;0.156;0.000;241.250;0.600;0.000;0.000;0.000
3/7/2010;23:43:00;1.136;0.198;243.010;4.800;0.000;1.000;1.000
14/11/2010;20:39:00;1.912;0.050;237.410;8.000;1.000;0.000;0.000
14/3/2007;19:39:00;4.902;0.324;232.590;21.000;37.000;0.000;0.000
7/7/2009;18:06:00;2.748;0.288;239.020;11.400;0.000;39.000;0.000
19/2/2008;06:30:00;0.256;0.000;241.800;1.000;0.000;0.000;0.000
15/12/2008;17:59:00;2.612;0.118;241.780;10.800;0.000;0.000;0.000
27/4/2008;20:13:00;0.326;0.078;239.830;1.400;0.000;0.000;1.000
24/3/2009;19:12:00;4.382;0.444;235.270;18.600;38.000;0.000;17.000
9/8/2009;19:20:00;3.278;0.326;238.150;13.800;37.000;1.000;0.000
27/12/2006;12:29:00;1.352;0.126;240.270;5.600;0.000;1.000;17.000
19/1/2010;12:48:00;1.410;0.000;241.240;5.800;0.000;0.000;19.000
12/1/2009;02:29:00;0.320;0.100;249.450;1.400;0.000;0.000;0.000
9/8/2009;05:47:00;1.220;0.000;242.280;5.000;0.000;0.000;19.000
20/1/2007;03:32:00;0.804;0.000;241.610;5.000;0.000;0.000;0.000
24/1/2009;09:31:00;1.434;0.048;242.870;5.800;0.000;0.000;18.000
19/5/2010;06:23:00;0.562;0.216;241.430;2.400;0.000;1.000;1.000
8/10/2007;09:04:00;0.418;0.174;235.330;1.800;0.000;0.000;0.000
15/2/2010;17:57:00;0.602;0.076;243.800;2.400;0.000;0.000;1.000
7/6/2010;18:49:00;0.184;0.000;243.930;0.800;0.000;0.000;1.000
2/12/2008;17:24:00;1.554;0.138;243.860;6.400;0.000;0.000;0.000
19/6/2010;13:05:00;1.540;0.236;240.430;6.400;0.000;0.000;19.000
20/6/2007;17:31:00;0.114;0.000;241.880;0.600;0.000;0.000;0.000
10/10/2009;12:37:00;0.970;0.422;236.630;4.600;0.000;0.000;5.000
1/2/2010;07:09:00;2.254;0.260;239.830;9.400;0.000;0.000;28.000
16/10/2010;01:24:00;0.330;0.078;243.690;1.400;0.000;0.000;0.000
22/1/2007;15:28:00;1.368;0.000;247.590;5.400;0.000;0.000;19.000
9/3/2010;00:07:00;0.450;0.238;245.100;2.000;0.000;1.000;1.000
18/7/2010;23:18:00;1.460;0.060;243.620;6.000;0.000;0.000;1.000
15/6/2008;05:04:00;1.372;0.202;238.590;5.800;0.000;0.000;18.000
30/11/2007;18:19:00;1.184;0.418;241.070;5.200;0.000;2.000;0.000
20/11/2007;18:31:00;1.448;0.178;237.560;6.000;0.000;2.000;0.000
19/7/2008;18:06:00;0.220;0.078;238.850;1.000;0.000;0.000;1.000
5/4/2010;04:44:00;0.232;0.000;244.750;1.000;0.000;0.000;1.000
15/1/2008;10:18:00;1.454;0.048;239.930;6.000;0.000;0.000;18.000
18/10/2007;06:27:00;0.352;0.090;239.740;1.400;0.000;0.000;0.000
2/3/2007;00:40:00;0.216;0.000;241.330;0.800;0.000;0.000;0.000
15/11/2010;04:48:00;0.232;0.046;243.700;1.000;0.000;0.000;0.000
25/6/2007;20:09:00;2.854;0.294;238.950;12.000;0.000;38.000;0.000
17/3/2008;09:41:00;1.260;0.000;237.800;5.200;0.000;0.000;18.000
23/3/2009;03:56:00;0.386;0.000;244.290;1.600;0.000;0.000;0.000
15/8/2010;12:36:00;0.328;0.232;245.660;1.600;0.000;1.000;0.000
12/4/2010;03:13:00;0.240;0.000;245.070;1.000;0.000;0.000;1.000
9/3/2007;22:28:00;1.582;0.232;244.370;6.400;0.000;1.000;18.000
12/6/2007;12:38:00;0.260;0.130;240.930;1.200;0.000;0.000;0.000
24/5/2009;20:00:00;1.496;0.168;240.720;6.200;0.000;2.000;18.000
15/6/2010;23:56:00;1.140;0.104;242.770;4.600;0.000;0.000;1.000
9/8/2010;07:22:00;0.224;0.086;239.030;1.000;0.000;0.000;1.000
14/1/2007;10:51:00;1.558;0.238;239.580;6.600;0.000;0.000;18.000
4/10/2010;11:13:00;0.252;0.058;243.650;1.000;0.000;0.000;1.000
30/5/2007;23:03:00;2.612;0.054;235.790;11.000;37.000;1.000;0.000
5/1/2009;21:34:00;1.548;0.086;241.740;6.400;1.000;0.000;0.000
2/7/2007;06:22:00;0.114;0.000;240.910;0.600;0.000;0.000;0.000
18/10/2009;09:30:00;0.244;0.052;241.370;1.000;0.000;0.000;1.000
30/1/2009;18:38:00;2.028;0.054;239.680;8.400;0.000;0.000;18.000
21/4/2010;12:04:00;1.464;0.082;242.110;6.000;0.000;0.000;18.000
18/5/2008;17:31:00;2.634;0.052;237.300;11.000;0.000;38.000;1.000
13/11/2007;08:57:00;1.396;0.076;236.650;5.800;0.000;0.000;17.000
3/9/2008;18:19:00;0.302;0.000;241.690;1.800;0.000;0.000;3.000
30/3/2009;04:19:00;1.408;0.000;242.100;5.800;0.000;0.000;18.000
1/4/2007;16:57:00;0.350;0.092;240.500;1.400;0.000;0.000;0.000
25/9/2009;01:22:00;0.174;0.048;243.910;0.800;0.000;0.000;1.000
9/8/2007;11:04:00;1.796;0.000;231.410;7.800;0.000;4.000;17.000
15/9/2007;21:39:00;0.732;0.106;240.000;3.000;0.000;0.000;0.000
10/11/2008;05:27:00;0.270;0.000;240.440;1.200;0.000;0.000;0.000
1/2/2009;12:53:00;1.854;0.394;242.260;7.800;0.000;2.000;18.000
11/12/2008;10:01:00;1.406;0.068;244.750;5.600;0.000;2.000;19.000
17/2/2010;23:22:00;0.268;0.074;241.450;1.200;0.000;0.000;0.000
8/11/2009;17:36:00;2.434;0.624;243.690;10.200;0.000;0.000;0.000
24/2/2007;19:50:00;0.210;0.000;236.940;0.800;0.000;0.000;0.000
23/9/2009;03:32:00;0.208;0.110;242.040;1.000;0.000;2.000;1.000
9/6/2010;07:02:00;2.122;0.360;239.860;9.000;0.000;0.000;30.000
8/1/2009;07:33:00;1.780;0.066;243.000;7.200;1.000;0.000;18.000
17/5/2007;15:51:00;0.294;0.000;238.400;1.200;1.000;0.000;0.000
10/4/2008;13:52:00;0.428;0.224;242.830;2.000;0.000;0.000;1.000
25/10/2009;21:38:00;2.260;0.072;236.110;9.400;0.000;0.000;17.000
5/1/2008;01:17:00;0.338;0.116;242.830;1.400;0.000;0.000;0.000
23/10/2007;21:47:00;1.802;0.294;240.450;7.600;0.000;0.000;0.000
4/6/2007;12:18:00;0.334;0.190;235.910;1.600;0.000;1.000;0.000
10/6/2009;08:23:00;1.296;0.000;241.970;5.200;0.000;0.000;18.000
12/4/2007;16:21:00;0.218;0.000;241.500;0.800;0.000;0.000;0.000
11/1/2009;09:29:00;0.452;0.000;241.620;1.800;0.000;0.000;0.000
16/6/2008;00:58:00;0.344;0.000;239.000;1.800;0.000;1.000;0.000
18/7/2010;09:31:00;0.156;0.000;241.470;0.600;0.000;0.000;1.000
25/11/2009;10:04:00;1.392;0.000;243.380;5.600;0.000;0.000;20.000
15/11/2008;19:30:00;3.672;0.056;234.880;15.600;0.000;0.000;17.000
25/5/2008;14:24:00;2.898;0.262;238.620;12.400;0.000;26.000;18.000
13/10/2009;06:07:00;0.396;0.194;238.700;1.800;0.000;0.000;1.000
28/5/2007;06:49:00;0.244;0.000;237.010;1.000;0.000;0.000;0.000
17/12/2009;08:43:00;2.042;0.000;243.420;8.400;0.000;0.000;18.000
5/2/2010;19:11:00;2.408;0.204;235.430;10.200;0.000;0.000;10.000
12/11/2007;10:04:00;3.488;0.056;236.520;14.600;37.000;0.000;18.000
5/6/2007;02:27:00;0.264;0.076;235.840;1.200;0.000;0.000;0.000
4/2/2007;10:02:00;3.962;0.178;237.710;16.600;0.000;0.000;18.000
28/8/2007;11:05:00;1.592;0.186;236.420;6.800;0.000;0.000;18.000
6/6/2008;20:21:00;2.344;0.294;238.710;9.800;2.000;1.000;28.000
5/2/2010;07:10:00;2.226;0.000;239.230;9.200;0.000;0.000;18.000
8/9/2007;09:17:00;0.300;0.070;239.590;1.200;0.000;0.000;0.000
23/4/2009;13:57:00;0.416;0.144;242.480;1.800;0.000;0.000;0.000
3/8/2008;19:16:00;0.132;0.000;232.840;0.600;0.000;0.000;1.000
18/9/2009;20:46:00;3.644;0.136;238.190;15.200;1.000;1.000;18.000
19/3/2007;02:34:00;0.330;0.098;244.740;1.400;0.000;2.000;0.000
29/3/2009;22:55:00;0.278;0.000;247.290;1.200;0.000;0.000;0.000
18/11/2007;11:04:00;1.800;0.058;239.900;7.400;0.000;0.000;18.000
18/5/2010;19:14:00;0.782;0.282;241.970;3.400;0.000;0.000;1.000
22/8/2010;03:50:00;?;?;?;?;?;?;
1/7/2009;20:14:00;0.756;0.218;241.400;4.400;0.000;0.000;0.000
28/4/2008;16:16:00;0.420;0.212;240.790;1.800;0.000;0.000;0.000
2/12/2009;14:07:00;3.842;0.070;239.950;16.000;38.000;0.000;18.000
25/5/2009;20:39:00;0.606;0.166;234.320;2.600;0.000;1.000;1.000
15/6/2009;08:35:00;1.250;0.072;238.590;5.200;0.000;0.000;18.000
24/9/2007;07:23:00;1.804;0.078;236.900;7.600;0.000;1.000;17.000
11/8/2007;19:42:00;0.104;0.000;235.830;0.400;0.000;0.000;0.000
29/7/2009;02:18:00;0.364;0.118;243.400;1.600;0.000;0.000;1.000
29/7/2009;20:35:00;0.240;0.128;242.530;1.000;0.000;0.000;1.000
26/7/2007;23:32:00;0.232;0.094;238.240;1.200;0.000;1.000;0.000
25/12/2006;07:11:00;0.202;0.000;244.070;0.800;0.000;0.000;0.000
26/12/2007;16:49:00;2.834;0.244;240.480;11.800;0.000;0.000;18.000
9/8/2007;01:50:00;0.174;0.094;235.450;0.800;0.000;0.000;0.000
20/3/2010;12:09:00;?;?;?;?;?;?;
18/10/2009;09:58:00;2.044;0.152;239.860;8.600;0.000;0.000;27.000
4/8/2010;13:07:00;0.248;0.114;242.380;1.000;0.000;1.000;0.000
2/1/2007;05:42:00;0.458;0.154;243.580;2.000;0.000;2.000;0.000
12/5/2009;22:43:00;1.408;0.000;240.730;5.800;0.000;1.000;1.000
9/2/2009;04:45:00;0.336;0.102;247.040;1.400;0.000;0.000;0.000
26/6/2007;07:39:00;1.768;0.084;239.080;7.400;0.000;1.000;18.000
14/9/2010;10:28:00;1.082;0.372;238.130;4.800;1.000;2.000;11.000
24/6/2009;00:15:00;0.164;0.000;242.280;0.800;0.000;0.000;1.000
17/3/2008;00:19:00;1.358;0.000;240.580;5.600;0.000;0.000;17.000
19/4/2010;09:35:00;1.408;0.000;237.960;5.800;0.000;0.000;18.000
3/8/2008;06:09:00;0.990;0.284;237.750;4.200;0.000;2.000;12.000
7/12/2008;16:30:00;1.640;0.102;244.410;6.800;0.000;0.000;0.000
14/7/2007;01:45:00;0.118;0.000;240.700;0.600;0.000;0.000;0.000
4/7/2009;13:50:00;1.528;0.210;239.480;6.400;0.000;0.000;18.000
23/5/2008;16:22:00;1.336;0.096;240.390;5.600;0.000;0.000;19.000
22/1/2007;01:58:00;0.212;0.000;242.420;0.800;0.000;0.000;0.000
24/9/2010;05:08:00;0.932;0.318;240.120;4.000;0.000;0.000;12.000
4/10/2007;23:05:00;0.258;0.000;242.280;1.000;0.000;0.000;0.000
3/9/2007;22:41:00;0.348;0.196;241.490;1.600;0.000;0.000;0.000
18/6/2008;21:20:00;1.488;0.210;238.700;6.200;0.000;0.000;18.000
16/6/2010;14:47:00;0.442;0.094;241.490;1.800;0.000;1.000;0.000
28/8/2008;16:29:00;0.080;0.000;238.650;0.200;0.000;0.000;1.000
23/2/2007;05:43:00;0.216;0.000;240.350;1.000;0.000;0.000;0.000
26/4/2008;14:19:00;0.742;0.196;237.980;3.200;0.000;0.000;1.000
15/6/2009;05:12:00;?;?;?;?;?;?;
27/1/2010;07:07:00;2.266;0.192;241.290;9.400;0.000;0.000;18.000
9/1/2010;03:56:00;1.504;0.120;247.280;6.000;0.000;0.000;20.000
10/2/2008;16:03:00;1.644;0.546;241.350;7.800;0.000;2.000;1.000
24/10/2009;12:18:00;4.762;0.484;234.370;20.400;37.000;1.000;18.000
14/1/2008;00:41:00;0.220;0.000;243.410;1.000;0.000;0.000;0.000
10/2/2007;21:52:00;2.426;0.184;237.530;10.200;0.000;0.000;17.000
7/5/2007;06:25:00;0.122;0.000;237.970;0.600;0.000;0.000;0.000
8/2/2008;06:12:00;0.232;0.000;243.210;1.000;0.000;0.000;0.000
7/1/2010;00:57:00;0.278;0.000;244.620;1.200;0.000;0.000;1.000
7/3/2009;03:43:00;0.384;0.112;248.270;1.600;0.000;0.000;0.000
25/6/2007;18:45:00;0.212;0.074;243.080;1.000;0.000;0.000;0.000
8/1/2008;08:04:00;1.192;0.000;239.370;5.000;0.000;0.000;0.000
29/12/2008;00:08:00;1.324;0.046;245.540;5.400;0.000;0.000;19.000
25/2/2009;05:01:00;0.310;0.078;242.760;1.400;0.000;0.000;0.000
26/6/2010;11:43:00;1.144;0.564;240.420;5.200;1.000;1.000;13.000
31/12/2008;20:37:00;5.222;0.188;237.670;22.000;38.000;1.000;18.000
31/1/2009;07:18:00;6.504;0.212;238.290;27.400;0.000;0.000;17.000
20/7/2007;04:07:00;0.210;0.094;236.260;1.000;0.000;1.000;0.000
23/2/2009;11:52:00;1.554;0.000;239.350;6.400;0.000;1.000;18.000
1/9/2010;05:19:00;0.174;0.000;242.500;0.800;0.000;0.000;0.000
29/7/2010;22:45:00;0.264;0.122;243.320;1.200;0.000;0.000;1.000
15/4/2008;08:10:00;1.670;0.376;238.250;7.200;0.000;1.000;18.000
14/3/2009;08:15:00;1.578;0.174;241.400;6.400;0.000;0.000;18.000
19/5/2008;01:39:00;0.356;0.222;240.000;1.800;0.000;0.000;0.000
2/10/2009;20:46:00;2.534;0.290;238.650;10.600;0.000;0.000;30.000
21/3/2007;12:30:00;3.716;0.192;238.370;15.600;36.000;0.000;17.000
24/8/2007;06:55:00;0.344;0.314;241.360;2.000;0.000;1.000;0.000
11/7/2007;01:43:00;0.140;0.000;242.660;0.600;0.000;0.000;0.000
7/2/2009;20:01:00;2.946;0.180;240.300;12.200;0.000;0.000;18.000
24/2/2009;15:33:00;1.312;0.000;240.960;5.400;0.000;0.000;18.000
24/3/2008;14:16:00;0.834;0.180;240.800;3.600;1.000;1.000;0.000
20/12/2009;08:17:00;3.374;0.216;245.230;13.600;41.000;0.000;0.000
16/10/2009;18:50:00;0.636;0.000;237.710;2.600;0.000;0.000;0.000
4/6/2009;19:18:00;1.366;0.088;238.850;5.600;0.000;0.000;18.000
25/7/2007;20:58:00;0.220;0.120;237.160;1.000;0.000;0.000;0.000
21/6/2008;14:27:00;5.728;0.210;234.520;24.400;0.000;66.000;17.000
21/3/2009;02:45:00;0.272;0.058;245.730;1.200;0.000;0.000;0.000
12/7/2010;09:13:00;0.382;0.202;238.690;1.800;0.000;0.000;1.000
22/5/2009;13:19:00;0.264;0.000;240.400;1.000;0.000;0.000;1.000
4/6/2007;06:21:00;0.228;0.000;234.170;1.000;0.000;0.000;0.000
4/11/2009;20:01:00;1.650;0.124;241.400;6.800;0.000;4.000;19.000
6/1/2008;05:51:00;0.230;0.000;243.620;1.000;0.000;0.000;0.000
22/10/2007;22:40:00;1.022;0.248;241.660;4.400;0.000;1.000;0.000
12/1/2007;19:29:00;1.988;0.098;237.950;8.200;0.000;0.000;17.000
30/9/2009;03:21:00;1.930;0.154;239.840;8.000;0.000;0.000;30.000
3/9/2010;15:24:00;0.322;0.074;241.270;1.400;0.000;1.000;0.000
15/7/2010;21:04:00;1.500;0.204;242.340;6.200;0.000;1.000;19.000
14/7/2009;18:14:00;0.432;0.262;241.830;2.200;0.000;0.000;0.000
29/5/2009;22:49:00;1.258;0.000;241.120;5.200;0.000;0.000;1.000
18/4/2009;03:33:00;0.494;0.208;242.630;2.200;0.000;1.000;1.000
19/3/2009;12:22:00;1.278;0.046;240.540;5.200;0.000;0.000;18.000
5/12/2009;06:51:00;1.778;0.222;245.800;7.200;0.000;0.000;20.000
17/7/2009;18:09:00;0.414;0.066;242.580;1.800;0.000;0.000;1.000
15/3/2010;05:14:00;0.346;0.132;246.070;1.400;0.000;2.000;0.000
9/5/2007;05:16:00;0.118;0.000;236.360;0.600;0.000;0.000;0.000
10/4/2008;16:48:00;0.338;0.116;245.490;1.400;0.000;2.000;0.000
15/2/2009;15:40:00;0.392;0.226;245.020;1.800;0.000;1.000;0.000
26/7/2009;21:04:00;0.396;0.370;241.780;2.200;0.000;1.000;1.000
8/8/2008;18:13:00;0.152;0.120;239.590;0.800;0.000;0.000;1.000
4/7/2009;22:28:00;2.860;0.454;237.010;12.200;1.000;1.000;27.000
26/1/2007;16:39:00;0.326;0.168;248.990;1.400;0.000;0.000;0.000
20/6/2010;05:33:00;0.268;0.104;242.750;1.200;0.000;2.000;1.000
20/10/2009;16:57:00;1.476;0.210;241.570;6.000;0.000;0.000;11.000
27/1/2009;21:25:00;1.264;0.046;241.900;5.200;0.000;0.000;0.000
11/2/2007;01:09:00;2.400;0.110;239.580;10.000;0.000;0.000;0.000
16/7/2008;17:19:00;0.666;0.092;241.130;2.800;0.000;0.000;0.000
9/10/2009;11:27:00;1.334;0.072;237.690;5.600;0.000;0.000;18.000
2/2/2008;14:18:00;2.018;0.276;245.360;8.200;2.000;0.000;18.000
3/1/2007;01:33:00;0.350;0.182;243.640;1.600;0.000;0.000;0.000
9/2/2007;06:08:00;0.230;0.000;242.140;1.000;0.000;0.000;0.000
30/10/2010;21:22:00;2.874;0.158;240.010;12.000;1.000;0.000;18.000
14/7/2008;02:50:00;0.150;0.000;241.770;0.600;0.000;0.000;0.000
18/8/2010;02:16:00;?;?;?;?;?;?;
29/3/2009;13:07:00;1.774;0.148;241.740;7.200;0.000;7.000;18.000
23/11/2009;01:29:00;0.404;0.238;245.010;1.800;0.000;1.000;1.000
24/6/2009;03:33:00;0.230;0.100;242.840;1.000;0.000;1.000;0.000
16/3/2009;16:20:00;0.216;0.000;244.330;0.800;0.000;0.000;0.000
8/7/2010;20:20:00;0.702;0.248;243.010;3.600;0.000;1.000;3.000
21/10/2008;08:19:00;2.544;0.000;237.210;10.600;0.000;1.000;18.000
9/7/2009;22:13:00;1.058;0.166;242.690;4.400;0.000;1.000;0.000
8/7/2008;05:35:00;0.238;0.128;240.760;1.000;0.000;0.000;1.000
25/9/2009;00:50:00;0.234;0.132;244.500;1.000;0.000;0.000;0.000
13/8/2008;17:46:00;0.082;0.000;241.410;0.200;0.000;0.000;0.000
2/6/2009;06:48:00;0.436;0.222;240.440;2.200;0.000;0.000;1.000
18/6/2008;05:56:00;0.360;0.212;238.360;1.800;0.000;0.000;1.000
12/6/2008;09:29:00;1.804;0.192;235.860;7.600;0.000;1.000;18.000
19/11/2008;09:45:00;1.298;0.066;237.490;5.400;0.000;0.000;17.000
3/11/2009;11:28:00;1.350;0.248;239.960;5.600;0.000;0.000;1.000
19/12/2006;22:29:00;0.728;0.128;242.990;3.000;0.000;1.000;0.000
19/4/2010;13:20:00;1.410;0.048;242.110;5.800;0.000;1.000;18.000
12/2/2007;15:58:00;1.370;0.000;239.030;5.600;0.000;0.000;18.000
30/6/2008;15:18:00;0.406;0.120;240.040;2.000;0.000;0.000;1.000
9/9/2008;15:10:00;0.284;0.116;241.670;1.200;0.000;0.000;1.000
15/11/2010;11:25:00;1.252;0.076;234.940;5.200;0.000;0.000;17.000
2/11/2007;18:58:00;1.218;0.000;235.140;5.000;0.000;0.000;17.000
31/7/2010;00:43:00;0.226;0.098;237.960;1.000;0.000;1.000;1.000
26/1/2009;13:51:00;1.774;0.000;243.070;7.200;0.000;0.000;18.000
13/2/2008;07:20:00;1.738;0.234;237.410;7.400;0.000;1.000;17.000
18/8/2007;05:12:00;0.104;0.000;242.240;0.400;0.000;0.000;0.000
13/12/2008;03:16:00;1.380;0.000;242.260;5.600;0.000;0.000;18.000
26/9/2007;08:01:00;1.642;0.260;236.760;7.000;1.000;0.000;17.000
16/2/2010;11:09:00;1.518;0.052;243.000;6.200;0.000;1.000;19.000
5/9/2010;23:03:00;0.474;0.194;245.180;2.000;0.000;1.000;1.000
28/4/2010;02:12:00;0.420;0.204;243.390;1.800;0.000;0.000;1.000
6/7/2010;14:18:00;0.548;0.050;239.080;2.200;0.000;0.000;0.000
4/4/2007;15:46:00;1.518;0.114;242.240;6.200;2.000;0.000;18.000
8/7/2009;17:29:00;0.468;0.342;240.020;2.400;0.000;2.000;0.000
11/1/2007;14:45:00;0.300;0.156;243.560;1.400;0.000;0.000;0.000
21/4/2009;14:23:00;0.480;0.238;241.390;2.200;0.000;1.000;0.000
18/2/2007;04:29:00;0.232;0.000;243.700;1.000;0.000;0.000;0.000
18/2/2010;00:20:00;0.394;0.170;242.280;1.800;0.000;1.000;0.000
15/11/2010;04:17:00;0.332;0.100;245.940;1.400;0.000;0.000;0.000
2/11/2010;06:10:00;0.370;0.132;251.880;1.600;0.000;1.000;1.000
29/4/2008;02:58:00;0.312;0.066;242.210;1.400;0.000;0.000;1.000
1/2/2010;20:59:00;1.584;0.198;238.130;6.600;1.000;1.000;18.000
30/10/2010;20:49:00;4.436;0.208;240.700;19.000;33.000;0.000;19.000
15/2/2008;04:39:00;0.314;0.094;244.320;1.200;0.000;0.000;0.000
12/10/2008;13:25:00;1.794;0.000;241.960;7.400;0.000;0.000;19.000
31/12/2008;18:27:00;1.530;0.048;238.260;6.400;0.000;0.000;17.000
3/3/2008;22:29:00;0.510;0.000;240.860;2.000;0.000;0.000;0.000
2/3/2008;03:31:00;0.274;0.054;242.260;1.200;0.000;0.000;0.000
13/2/2010;22:11:00;1.484;0.074;240.060;6.200;0.000;0.000;18.000
15/5/2008;18:05:00;0.430;0.084;241.080;2.000;0.000;0.000;1.000
27/2/2010;05:03:00;0.328;0.050;243.130;1.400;0.000;0.000;1.000
5/2/2010;01:40:00;1.516;0.076;242.860;6.200;0.000;0.000;19.000
21/1/2007;12:44:00;1.728;0.412;238.880;7.400;0.000;0.000;17.000
21/8/2008;23:03:00;0.170;0.140;240.510;0.800;0.000;2.000;1.000
4/2/2009;06:54:00;3.634;0.000;241.180;15.200;0.000;0.000;17.000
28/12/2008;07:17:00;1.326;0.050;246.380;5.400;0.000;0.000;0.000
2/10/2008;17:39:00;0.326;0.106;241.330;1.400;0.000;0.000;1.000
3/2/2008;12:40:00;2.726;0.216;237.340;11.800;0.000;31.000;0.000
13/1/2010;00:27:00;?;?;?;?;?;?;
